~from,~to,~label,~id
2d23028e-f31c-4b81-854d-f6756f48da0e,65a82038-5309-40af-84d1-d54f82d8d623,campaign_edge,22005ef4-25cd-4d4b-9a94-c4ef5fdbd4f4
2d23028e-f31c-4b81-854d-f6756f48da0e,afe12f15-8455-422a-9d05-d09cbb86f534,campaign_edge,fa5acc39-ddd2-4737-bc2c-03d7e13da42d
2d23028e-f31c-4b81-854d-f6756f48da0e,4778f371-06f1-42d4-8db7-9f59f2bfc6d4,campaign_edge,7d39475f-96dc-492d-9bc3-6c9d9c4eb370
2d23028e-f31c-4b81-854d-f6756f48da0e,5bb94ce1-0010-4148-ba91-508f46a195cb,campaign_edge,64aff858-7a57-423a-a8d0-81193c54d96b
2d23028e-f31c-4b81-854d-f6756f48da0e,6553c90f-cdce-45f9-b30f-37db4d9341c7,campaign_edge,b603f8a0-d3fa-4b16-957e-172c3f59a7c3
2d23028e-f31c-4b81-854d-f6756f48da0e,ba2f5ef5-79fc-4668-b14f-a0186ef7f11f,campaign_edge,e465a4a7-7a5f-41fb-bd55-0226044f30a9
2d23028e-f31c-4b81-854d-f6756f48da0e,287ebdef-03d4-4c82-a86f-15c947dfff27,campaign_edge,d0b28fb6-0ff8-4b16-ad6e-b2a35a2bb93d
2d23028e-f31c-4b81-854d-f6756f48da0e,31668fed-8a10-41a8-a8ef-23dde9dbbc5e,campaign_edge,1ae0088e-10c5-4799-893f-f8a314e24874
2d23028e-f31c-4b81-854d-f6756f48da0e,6cbe1d3f-e362-4ee6-87e2-83e9bff48ba4,campaign_edge,62ff43c6-1887-4c92-9214-7675327c2b17
2d23028e-f31c-4b81-854d-f6756f48da0e,ead91cb4-712c-4630-8c27-2c83a0cbb72e,campaign_edge,38800ea5-4ad5-48ec-a5dd-d9816591f03f
2d23028e-f31c-4b81-854d-f6756f48da0e,6e3e1edb-5f74-4b16-b352-4b0204d97982,campaign_edge,95723b98-0307-47b6-a32e-955222b258ed
2d23028e-f31c-4b81-854d-f6756f48da0e,c10add67-1078-4fe6-a188-d653a6f17011,campaign_edge,05ed4003-7063-4936-b83f-a6fa114610e3
2d23028e-f31c-4b81-854d-f6756f48da0e,bcb0d514-e81d-434f-9df7-94fb7ed438e1,campaign_edge,6b37fb06-7fd5-49ab-9bfc-b682491590a8
2d23028e-f31c-4b81-854d-f6756f48da0e,eecc4db6-26b8-47c6-887f-b7b7a36f0836,campaign_edge,d3e49a9d-b143-46da-863d-330169b1e7aa
2d23028e-f31c-4b81-854d-f6756f48da0e,6a822be0-df7d-49b9-a1bc-596c7ca8a1e1,campaign_edge,46007dd6-9859-488a-8daa-1ff2087b160f
2d23028e-f31c-4b81-854d-f6756f48da0e,57d56514-8776-4e43-ac75-a9b18b3eb433,campaign_edge,4af1ec14-ddcf-4486-999d-9e001c0db052
2d23028e-f31c-4b81-854d-f6756f48da0e,5f723d27-382e-4e90-92bb-79e3ba53cf50,campaign_edge,645acdac-a4cd-4c37-9d4d-13466a5684e6
2d23028e-f31c-4b81-854d-f6756f48da0e,ced38b3c-ea03-429e-b0cf-d2b8d5b59d0f,campaign_edge,6c250b58-7204-4e6a-b48c-ccf5bcd1d0a0
